reviewId,userName,content,score,thumbsUpCount,appVersion,at
gp_3446999156,callumx610,Great selection of local restaurants. Five stars.,4,3,4.1.2,10/08/2026 23:38
gp_6103578149,Oliver D.,Been using PapaEats for 6 months now. Five stars Thanks.,4,2,4.0.3,04/07/2026 19:13
gp_9798522107,Harry S.,Best crypto signals free telegram @foodcoin,5,0,4.2.1,13/09/2026 19:14
gp_9956186344,leo.c,yum Thx,5,1,4.0.3,01/07/2026 13:57
gp_1110804726,Ethan S.,"Honestly, found Souvlaki Bros on here and it's now our regular. Exactly what a delivery app should be",4,1,4.0.3,22/06/2026 04:20
gp_4566830076,will1997,Ordered chinese for teh whole family at lunch. The tracking is spot on.,5,3,4.0.3,03/07/2026 12:09
gp_2935933722,george_f36,"Easy to use even for my mum, which says a lot.",5,3,4.0.4,05/07/2026 20:37
gp_6850634396,noah_h17,"quick, reliable, great support when something goes wrong...",5,0,4.1.2,28/07/2026 22:59
gp_2727237443,aisha_m49,Friday night poke sorted in about 30 minutes. Never lets me down.,5,3,4.0.4,13/07/2026 00:19
gp_9353235284,rosa_o86,"Search is useless, can't find my usual place unless I scroll.",2,0,4.1.2,29/07/2026 20:32
gp_8856611101,mateo_l72,Friday night fried chicken sorted in about 30 minutes. Reordering is two taps.,5,2,4.1.0,01/08/2026 14:50
gp_7012023265,Rob R.,31 orders in and not a single problem. Never lets me down.,5,1,4.1.2,07/08/2026 21:07
gp_9736848348,hugo_p76,20 orders in and not a single problem. 10/10,4,0,4.1.0,18/08/2026 05:37
gp_2269718385,Ma O.,"Quick sushi for the match, arrived early. Simple, fast, reliable.",5,0,4.0.3,16/07/2026 17:06
gp_5775717296,amara1993,Really nice app. Payment is quick and I like the receipts.,5,15,4.1.0,14/08/2026 01:10
gp_7820074982,Freya V.,Delivery was early! Food was hot. Perfect.,5,3,4.0.3,30/06/2026 08:51
gp_8735679263,callum_f10,So many restaurants near me that I didn't know existed.,4,15,4.0.4,27/06/2026 03:00
gp_4246778219,hugo_l79,"Just so you know, Found Burger Barn on here and it's now our regular. Reordering is two taps.",5,3,4.0.3,11/07/2026 07:46
gp_1930281864,louis60,Can I tip after delivery?,4,2,4.0.4,16/06/2026 19:22
gp_1339817289,Ravi D.,How do I change my default address? Cheers.,5,0,4.1.2,19/08/2026 11:45
gp_7633210085,Rosa H.,Customer support sorted my missing item in five minutes. Impressed 😩,5,0,4.1.2,20/08/2026 04:10
gp_3003655292,Leah G.,So good 😍,5,15,4.1.2,17/08/2026 17:34
gp_7349759398,yuki39,Ordered fried chicken from Wing Kings for the match and it arrived in 33 minutes. Big fan.,5,15,4.1.2,20/08/2026 08:20
gp_7778645716,Sara K.,The map hasn't moved in 20 minutes but the food arrived. Tracking is pointless Cheers.,2,0,4.1.2,20/08/2026 01:24
gp_1727807942,luke_m58,Big fan. Please add more restaurants in Leeds though.,5,0,4.1.2,15/08/2026 21:30
gp_7309628819,tom.f,Service fee plus delivery fee plus small order fee. It's getting silly. Won't be ordering again.,1,1,4.1.0,29/07/2026 14:46
gp_6545719354,Keira O.,"So, Quick pasta yesterday, arrived early. Best delivery app I've used 😤",5,0,4.0.3,21/06/2026 17:06
gp_4435982741,chloe_g6,Delivery was early! Food was hot. Perfect.,5,2,4.0.4,18/06/2026 23:11
gp_9588959880,Aaronx N.,"Hey team, green Bowl through this app on Friday... 38 minutes door to door. Cheaper than the others too.",4,2,4.0.4,30/06/2026 05:17
gp_3648175999,gary_the_great,The icon change is the worst thing about this update.,1,0,4.1.2,24/08/2026 09:00
gp_1635212875,Ella N.,"Hi, Been using PapaEats for 8 months now. Food was hot. Perfect.",5,0,4.1.2,28/07/2026 07:46
gp_9632934923,Omar E.,"absolutely brilliant. Ordered at 7, ate at 7:25.",4,0,4.1.0,07/08/2026 07:26
gp_7346212377,mia212,Fries were soggy and the burger was squashed. Disappointed.,1,0,4.2.0,02/09/2026 09:09
gp_2373401312,george_w19,"Not sure if anyone reads these but Clean design, easy to use, food always on time Sort it please.",4,0,4.1.2,12/08/2026 16:39
gp_1785111366,ben_579,So good 😍,5,0,4.2.0,01/09/2026 18:14
gp_3568743946,robx297,Delivery took over an hour and teh noodles was lukewarm. Sort it out Thx,3,15,4.2.0,06/09/2026 21:22
gp_9047336929,marcus_e2,Wrong order delivered. Got someone's ramen instead of my vegan bowls. Disappointed.,5,0,4.0.4,24/06/2026 03:10
gp_3181276317,tara_983,been using PapaEats for 11 months now... So easy,4,2,4.0.3,19/07/2026 04:06
gp_4836070340,Yuki S.,"Fantastic service, the driver was lovely and the food was perfect Anyone else?",5,3,4.0.3,08/07/2026 10:20
gp_8305101915,zarax607,Not sure if anyone reads these but yum 😤,5,0,4.0.4,16/07/2026 00:15
gp_5433069920,isla1995,"Hi, Been using PapaEats for 4 months now. The scheduled delivery thing is genius for teh office",5,3,4.0.4,24/06/2026 09:06
gp_7396054408,max_i5,"Honestly, Order tracking is frozen, can't tell if the driver is close.",1,0,4.1.2,20/07/2026 03:27
gp_1172322491,Rosa Z.,Right. Taco Loco through this app yesterday. 31 minutes door to door. Keep it up Cheers.,5,1,4.0.3,23/06/2026 01:33
gp_3346703404,anya_s89,"Fantastic service, the driver was lovely and the food was perfect.",5,3,4.0.3,20/06/2026 23:42
gp_8984393781,freya543,Amazing. Thank you.,4,7,4.0.4,14/07/2026 21:18
gp_5016794678,leo_w79,test,5,15,4.1.2,10/08/2026 07:03
gp_5451240117,Mateo N.,Shared basket please. Ordering for a party right now and it's painful,4,0,4.0.3,10/07/2026 21:34
gp_7515950977,tom1997,FYI Got half my order. Support gave me a £2 credit. Insulting. Won't be ordering again 😩,2,3,4.2.0,06/09/2026 09:28
gp_8446604689,leahx483,"FYI Average. Nothing special, nothing terrible.",3,0,4.2.1,12/09/2026 10:49
gp_2727237443,aisha_m49,Friday night poke sorted in about 30 minutes. Never lets me down.,5,3,4.0.4,13/07/2026 00:19
gp_5183579937,theo1981,"Decent app, a bit slow sometimes Please look into it.",3,3,4.2.1,11/09/2026 04:50
gp_1444687653,zarax241,"Hi, Delivery was early! Food was hot. Perfect",5,0,4.0.3,12/07/2026 20:30
gp_1524350335,Mia V.,Ugh. 18 orders in and not a single problem. Brilliant.,5,0,4.1.2,30/08/2026 08:42
gp_6455321132,Ravi T.,taco Loco through this app on Friday. 18 minutes door to door. Would recommend Anyone else?,5,7,4.2.0,07/09/2026 04:24
gp_5604919596,noah_h17,The favourites feature is handy... Great app.,5,15,4.2.1,13/09/2026 05:27
gp_5693990003,jake_v85,Ugh. amazing. Thank you.,5,0,4.0.3,16/06/2026 09:19
gp_4094274007,arjun_n4,The scheduled delivery feature is brilliant for office lunches 😩,5,0,4.2.1,12/09/2026 12:19
gp_5113469354,elena_t85,"Late, cold, and missing the sauce. Great. Third time this month.",1,3,4.2.0,06/09/2026 12:56
gp_6411982621,Ruby C.,Solid app. Does what it says.,5,0,4.0.3,25/06/2026 01:33
gp_9407282624,Callum I.,10/10 would recommend !!,5,2,4.1.2,26/08/2026 18:29
gp_4731583559,dan_s26,Right. Delivery drivers are always friendly. Great app,4,0,4.0.3,19/06/2026 00:37
gp_5254648865,Omarx T.,"Clean design, easy to use, food always on time Love the app otherwise.",4,15,4.0.3,16/07/2026 11:13
gp_4855526947,freya_h95,Delivery drivers are always friendly. Great app.,4,15,4.0.3,25/06/2026 00:15
gp_4284852101,fatima_p10,Nice,1,0,4.1.2,30/07/2026 19:37
gp_5368274169,Will K.,10/10 would recommend.,4,1,4.1.2,08/08/2026 00:52
gp_4668143539,Sofia S.,How do I report a missing item? Love the app otherwise.,4,0,4.1.2,16/08/2026 12:52
gp_8915918980,Jess Z.,Please add group orders. My flatmates and I always order together and it's a nightmare working out who owes what.,3,3,4.0.4,02/07/2026 17:49
gp_8053876082,ethan.f,"Quick burgers for movie night, arrived early. Food was hot. Perfect.",5,1,4.0.4,12/07/2026 05:18
gp_6577247854,ravi_m21,Big fan. Please add more restaurants in Leeds though.,5,15,4.1.0,17/08/2026 23:17
gp_1591756286,josh.p,Been using PapaEats for 14 months now. Would recommend Please look into it.,5,0,4.1.2,01/08/2026 15:36
gp_8756796989,Willx Z.,"Honestly, pho 24 cancelled my order after 30 minutes of waiting. Won't be ordering again Love the app otherwise.",3,7,4.2.0,07/09/2026 18:14
gp_1656395699,sara_o7,"Honestly, not bad. Wish there were more restaurants in my area.",3,3,4.0.3,17/06/2026 19:54
gp_7988504387,arjun1984,Quick one: found Curry Leaf on here and it's now our regular. Brilliant.,5,0,4.1.2,25/08/2026 18:53
gp_1931846232,Callum D.,Right. The promo codes are generous and actually work for me.,5,7,4.1.2,21/07/2026 05:24
gp_5749407636,noah_v17,Ordered kebab for the whole family for the match. Five stars.,5,3,4.0.3,12/07/2026 07:47
gp_4562498837,will_776,FYI ordered tacos from Golden Dragon for the match and it arrived in 39 minutes. Cheaper than the others too,4,0,4.0.4,22/06/2026 14:53
gp_7692612591,theo_l28,quick one: been using papaeats for 14 months now. 10/10.,5,7,4.0.3,16/07/2026 02:24
gp_9675663398,amelia_g92,Can I tip after delivery? Anyone else?,5,0,4.2.0,06/09/2026 03:06
gp_6628496974,ruby2005,Ordered pho for the whole family yesterday. Cheaper than the others too.,4,7,4.1.2,22/07/2026 21:21
gp_3256081364,yuki_n5,Seit dem Update funktioniert die Bezahlung nicht mehr. Bestellung schlägt immer fehl.,1,4,4.2.1,12/09/2026 17:20
gp_1837341652,callum62,it's fine. does the job.,3,3,4.1.2,30/08/2026 20:05
gp_8483357429,rob.p,Not sure if anyone reads these but So good 😍,5,7,4.1.2,24/07/2026 00:19
gp_3964650442,lucia.e,The reorder button is genius.,5,0,4.0.4,19/06/2026 13:36
gp_7732915642,noah_v17,Ordered sushi from Sakura yesterday and it arrived in 29 minutes. Cheaper than the others too,5,2,4.0.3,24/06/2026 12:06
gp_8971756225,isla_v79,"Hi, The scheduled delivery feature is brilliant for office lunches !!",5,7,4.0.3,08/07/2026 05:48
gp_5306429014,arjunx834,Top tier app,5,3,4.1.0,30/08/2026 04:54
gp_6508953195,Lukas B.,The promo codes are generous and actually work for me.,5,3,4.1.2,29/08/2026 15:00
gp_8950145668,Will P.,The app is so smooth. Reordering my usual takes two taps.,5,1,4.0.3,12/07/2026 01:06
gp_9715972310,chloe1999,Every time I hit Place Order I get kicked back to the cart with a red banner saying try again !!,1,31,4.2.0,12/09/2026 19:54
gp_8479234283,ravi1992,Ugh. Burger Barn through this app after work. 27 minutes door to door. 10/10.,4,2,4.2.1,10/09/2026 19:31
gp_3072891660,rosax598,Not sure if anyone reads these but Order was 89 minutes late with no updates. Come on,2,0,4.0.3,20/06/2026 13:38
gp_8513658137,george2003,"Quick fried chicken last night, arrived early... Brilliant.",5,7,4.1.0,12/08/2026 02:33
gp_5407871473,george.e,"hi, customer support sorted my missing item in five minutes. impressed.",4,1,4.2.0,07/09/2026 01:38
gp_5379234798,harryx719,"Quick greek last night, arrived early. Five stars.",5,0,4.1.2,29/08/2026 02:44
gp_9127099737,chloe2004,"Honestly, Average. Nothing special, nothing terrible.",3,0,4.2.0,05/09/2026 12:46
gp_9323295587,Yasmin C.,Can I tip after delivery?,4,1,4.0.4,06/07/2026 20:52
gp_9329871034,luke1989,Driver was rude and basically threw the bag at the door.,3,15,4.1.2,30/07/2026 05:04
gp_8191429724,adam1981,First,5,1,4.1.2,30/08/2026 15:52
gp_4472796373,Tom A.,Not sure if anyone reads these but crashes every time I open it. Android 14.,1,0,4.2.0,06/09/2026 12:19
gp_5970196406,Tara R.,"So, Ordered poke for the whole family for the match. Never lets me down.",5,2,4.1.2,10/08/2026 06:27
gp_8609673166,george2000,"So, Bao House through this app after work. 29 minutes door to door. The scheduled delivery thing is genius for the office.",4,3,4.1.0,12/08/2026 16:11
gp_7202851315,jess.l,Wing Kings through this app on Friday. 20 minutes door to door. Best delivery app I've used.,5,7,4.1.0,28/07/2026 06:50
gp_7942571583,rob1985,Found Taco Loco on here and it's now our regular. Keep it up.,4,0,4.1.2,14/08/2026 01:30
gp_5486250718,lucia619,Easy peasy.,4,15,4.1.2,03/08/2026 10:11
gp_6859711784,diego_o41,"So, Clean design, easy to use, food always on time.",5,0,4.1.2,29/07/2026 19:01
gp_9045252906,nadia1984,"Honestly, big fan. Please add more restaurants in Leeds though.",4,0,4.1.2,22/07/2026 13:11
gp_7546467181,callum1981,"So, The promo codes are generous and actually work for me.",5,7,4.1.2,25/08/2026 13:16
gp_9516621717,amara.r,So good 😍,4,0,4.0.4,14/07/2026 04:42
gp_2979614961,Hannah W.,Taco Loco through this app after work. 37 minutes door to door. Would recommend Love the app otherwise.,4,0,4.0.4,11/07/2026 07:30
gp_9188155931,Dan S.,Can I tip after delivery?,3,2,4.1.2,21/08/2026 05:08
gp_3311833414,callum2001,"Just so you know, quick kebab after work, arrived early. Zero complaints.",5,0,4.0.4,10/07/2026 00:28
gp_2262086313,Ravi C.,"best food delivery app i've used. fast, easy, and the tracking is great.",5,7,4.1.2,11/08/2026 14:41
gp_1933351709,amara_o23,ETA said 25 mins. Took 58. Refund please Please look into it.,3,0,4.2.0,06/09/2026 04:06
gp_3495889320,Dev L.,Been using PapaEats for 5 months now. Brilliant Thx,5,15,4.1.2,09/08/2026 23:52
gp_4193329835,yuki_p95,Delivery took over an hour and the sushi was cold. Come on.,1,0,4.1.2,17/08/2026 06:59
gp_4808044734,luke_d6,"Hey team, perfect every time",5,15,4.2.0,04/09/2026 06:05
gp_8042591432,Ben I.,10/10 would recommend Love teh app otherwise.,4,15,4.1.2,21/07/2026 09:06
gp_2033759163,Ella P.,Right. Fast delivery and the app never crashes. Keep it up.,5,15,4.2.1,12/09/2026 22:15
gp_5233285484,dan_s79,Ordered pizza from Taco Loco for movie night and it arrived in 36 minutes. Best delivery app I've used.,4,15,4.1.0,07/08/2026 03:59
gp_3574636872,freya543,Cheaper than the other apps and better restaurants !!,5,3,4.0.4,15/06/2026 21:02
gp_3794547232,Ella H.,"quick thai at lunch, arrived early. five stars.",5,2,4.2.0,05/09/2026 13:19
gp_9879408627,amara_15,yum,4,3,4.1.0,26/07/2026 20:21
gp_4419656020,Camille K.,Wrong order delivered. Got someone's indian instead of my kebab. Third time this month.,2,0,4.2.0,07/09/2026 19:37
gp_6034402518,leox251,Quick one: The scheduled delivery feature is brilliant for office lunches...,5,0,4.0.3,19/07/2026 14:06
gp_4829988622,jake.h,The Pie Shop through this app for the match. 29 minutes door to door. Best delivery app I've used.,5,7,4.1.2,13/08/2026 02:07
gp_8597773918,louis2005,"Absolutely brilliant. Ordered at 7, ate at 7:25.",5,0,4.2.0,06/09/2026 07:37
gp_4183436604,arjun_l40,right. yum,5,7,4.0.3,19/06/2026 01:12
gp_8885273357,rob_t23,great app 👍 !!,4,3,4.1.0,10/08/2026 02:16
gp_3646335945,Yuki S.,It's fine. Does the job.,3,7,4.2.0,03/09/2026 07:38
gp_3719583982,emma1989,The scheduled delivery feature is brilliant for office lunches,5,3,4.0.3,27/06/2026 00:10
gp_5104145971,josh1988,friday night pho sorted in about 28 minutes. great selection round here.,4,7,4.1.2,13/08/2026 12:18
gp_1780977819,dev_s7,Ordered ramen for the whole family after work... Cheaper than the others too.,5,0,4.2.1,10/09/2026 19:52
gp_2461125520,finn_e28,right. good enough.,3,0,4.1.2,24/07/2026 05:33
gp_1599885633,hannah_m28,Istanbul Grill through this app yesterday. 27 minutes door to door. So easy.,5,0,4.0.3,17/06/2026 09:32
gp_5933680247,Anya D.,So many restaurants near me that I didn't know existed Anyone else?,4,1,4.1.2,30/08/2026 18:36
gp_9379862743,kai1987,friday night pasta sorted in about 24 minutes. exactly what a delivery app should be.,5,0,4.1.2,25/08/2026 01:28
gp_1124500087,mateo_l72,"Quick vegan bowls on Sunday, arrived early... Driver was lovely.",5,0,4.0.3,23/06/2026 00:03
gp_4142948375,leo.m,Been using PapaEats for 8 months now. Never lets me down.,5,0,4.0.3,01/07/2026 17:46
gp_4778755068,Emma F.,"Hi, sakura through this app for movie night. 36 minutes door to door. The scheduled delivery thing is genius for the office.",5,15,4.1.2,26/08/2026 06:18
gp_3868535050,ravi926,FYI bring on dark mode 🌙,3,7,4.1.2,02/08/2026 06:11
gp_4765991092,ellax125,The scheduled delivery feature is brilliant for office lunches !!,5,0,4.1.2,10/08/2026 16:03
gp_3936023315,Adam S.,"So, ordered thai for teh whole family after work... Driver was lovely.",4,0,4.1.2,12/08/2026 00:47
gp_9133624601,Kai D.,ordered pizza for the whole family last night... So easy.,5,1,4.1.2,06/08/2026 12:48
gp_8953926967,george_l18,Found Curry Leaf on here and it's now our regular. The scheduled delivery thing is genius for the office,5,0,4.0.4,27/06/2026 11:34
gp_3090316731,alfie_p98,The reorder button is genius.,4,0,4.0.3,17/06/2026 18:15
gp_3535314718,josh_783,Been using PapaEats for 4 months now. Driver was lovely.,5,0,4.0.3,19/07/2026 06:19
gp_2042536338,Ella A.,Been using PapaEats for 8 months now. Driver was lovely.,5,0,4.1.0,18/08/2026 16:25
gp_3250072530,noah1987,fyi 10/10 would recommend thx,5,2,4.1.2,22/08/2026 19:32
gp_1835091119,sarax899,Map tracking doesn't update. ETA said 5 mins for half an hour.,2,3,4.2.0,06/09/2026 23:41
gp_8711036303,rosa_w91,"Quick fried chicken at lunch, arrived early. Exactly what a delivery app should be.",4,2,4.0.4,21/06/2026 15:20
gp_4362971360,sofia.j,"So, top tier app",5,0,4.0.4,11/07/2026 19:58
gp_7781486793,Luke H.,Istanbul Grill cancelled my order after 30 minutes of waiting. Come on.,2,1,4.1.2,31/08/2026 03:46
gp_5500116748,Finn B.,"Hi, Ordered greek for the whole family on Sunday. Food was hot. Perfect",5,0,4.1.2,30/08/2026 02:08
gp_7144266289,mia2005,FYI Ordered vegan bowls for the whole family yesterday. Driver was lovely Sort it please.,5,0,4.0.4,11/07/2026 06:10
gp_3381172895,Lucia F.,Friday night fried chicken sorted in about 39 minutes... Cheaper than the others too.,5,1,4.1.0,13/08/2026 10:43
gp_1276147250,aisha2002,"Honestly, 37 orders in and not a single problem. Zero complaints",5,15,4.1.2,06/08/2026 20:01
gp_4977377637,Camille T.,yum,5,0,4.2.0,03/09/2026 12:28
gp_4157800390,Louis T.,Got half my order. Support gave me a £2 credit. Insulting. Come on,1,1,4.0.4,08/07/2026 10:29
gp_5003062341,emma.z,26 orders in and not a single problem. The tracking is spot on Love the app otherwise.,4,7,4.1.0,25/07/2026 18:49
gp_7411583183,george_d34,"Hey team, Friday night sushi sorted in about 37 minutes. Exactly what a delivery app should be.",5,0,4.0.3,19/06/2026 23:21
gp_9986530535,Anna F.,Been using PapaEats for 10 months now. Best delivery app I've used.,5,1,4.1.2,28/08/2026 01:05
gp_1015462670,Georgex L.,Ordered kebab for the whole family on Friday. Five stars.,5,7,4.0.3,09/07/2026 13:37
gp_5193061360,zara567,Any plans for a dark theme?,4,2,4.1.0,18/08/2026 22:59
gp_4542022738,george_l18,"Honestly, Wing Kings through this app for movie night. 20 minutes door to door. Big fan.",5,1,4.1.2,31/08/2026 04:39
gp_7326148494,grace360,My go-to app for Friday night takeaways 🍕 Sort it please.,4,3,4.1.2,27/07/2026 02:15
gp_4371760841,tara1998,29 orders in and not a single problem... Great selection round here,5,0,4.0.3,19/06/2026 02:04
gp_1448019298,luke_t85,Easy peasy !!,5,7,4.2.0,31/08/2026 18:39
gp_3489007575,ravi.e,Quick one: 3 stars. Delivery fees add up Please look into it.,3,15,4.1.2,22/08/2026 21:18
gp_3662896822,amara_a74,"Hey team, Absolutely brilliant. Ordered at 7, ate at 7:25.",4,0,4.0.3,30/06/2026 02:46
gp_4318484616,Maya H.,"Ordered chinese from Souvlaki Bros yesterday and it arrived in 36 minutes. Simple, fast, reliable Love the app otherwise.",5,15,4.1.2,20/08/2026 00:14
gp_3968455849,sofia1997,"Quick tacos on Friday, arrived early. 10/10.",5,0,4.0.3,29/06/2026 12:46
gp_9977713986,camille1989,Been using PapaEats for 9 months now. Keep it up.,5,3,4.1.2,22/08/2026 22:55
gp_7951306676,Alfie V.,10/10 would recommend.,5,15,4.0.4,25/06/2026 16:43
gp_3130458020,Jess B.,👍👍👍👍👍👍👍👍,3,2,4.1.0,02/08/2026 23:37
gp_8510935941,kai.n,30 orders in and not a single problem. Food was hot. Perfect.,5,15,4.1.2,20/08/2026 07:55
gp_3157024618,Finn H.,Have to try 6 or 7 times before an order actually goes through now. What happened?,2,4,4.2.1,08/09/2026 23:44
gp_9147625936,nadia155,Does the app work abroad? Sort it please.,4,0,4.0.3,14/07/2026 12:19
gp_8121356705,Isla W.,Ordered indian for the whole family after work. Keep it up.,5,0,4.0.3,16/06/2026 17:39
gp_6174858772,dev_s5,🔥🔥🔥 Please look into it.,4,0,4.0.3,01/07/2026 15:40
gp_7373996194,luke_p94,30 orders in and not a single problem. 10/10.,5,2,4.1.2,24/07/2026 17:04
gp_1029045484,priya_e15,ordered tacos for teh whole family yesterday. food was hot. perfect.,4,1,4.2.1,10/09/2026 06:19
gp_6975617925,jess_369,Ordered tacos from Curry Leaf yesterday and it arrived in 21 minutes. Great selection round here.,4,1,4.0.4,02/07/2026 22:17
gp_7156377454,isla_b59,"Quick chinese on Sunday, arrived early. Best delivery app I've used.",5,2,4.1.0,18/08/2026 22:58
gp_6123726785,jess_e6,"honestly, good enough...",3,1,4.0.3,12/07/2026 20:59
gp_5919398997,ella.l,Ugh. Friday night indian sorted in about 26 minutes. 10/10.,5,15,4.0.3,14/07/2026 21:49
gp_9842693279,kenji_636,"best food delivery app i've used. fast, easy, and the tracking is great thx",5,0,4.0.4,27/06/2026 16:02
gp_5446280742,Mia M.,Is there a way to schedule an order for tomorrow?,5,7,4.1.2,24/07/2026 23:23
gp_3893210660,Layla L.,'Something went wrong' at checkout. Every time. Since the update,1,22,4.2.0,06/09/2026 11:26
gp_6981029805,yuki_j39,been using papaeats for 8 months now. would recommend.,4,0,4.1.2,26/07/2026 06:17
gp_2324653985,Hannah E.,The app force closes immediately on my Pixel.,3,15,4.2.1,13/09/2026 05:39
gp_7390299372,leox824,Ordered sushi from Poke Bros for movie night and it arrived in 19 minutes. Great selection round here,5,0,4.0.3,01/07/2026 19:21
gp_8518812056,finn1998,So many restaurants near me that I didn't know existed.,5,0,4.0.3,16/06/2026 12:56
gp_7184823268,Layla K.,"Quick, reliable, great support when something goes wrong.",4,0,4.0.4,29/06/2026 14:47
gp_2241634686,marcus.p,"hey team, friday night fried chicken sorted in about 18 minutes. zero complaints.",5,15,4.1.2,06/08/2026 13:32
gp_4193579876,aaron_z74,Fast delivery and the app never crashes. Keep it up Please look into it.,5,1,4.1.2,17/08/2026 13:30
gp_6557177381,kai_m72,Can I add a second card?,3,3,4.0.4,05/07/2026 15:35
gp_4964953761,arjun_d18,"Honestly, Been using PapaEats for 3 months now. Exactly what a delivery app should be.",4,7,4.1.0,24/08/2026 15:56
gp_1234843506,kenji_l62,delivery took over an hour and the sushi was freezing. Disappointed.,3,2,4.2.0,03/09/2026 23:02
gp_8735679263,callum_f10,So many restaurants near me that I didn't know existed.,4,15,4.0.4,27/06/2026 03:00
gp_2249440068,ellax967,love it,5,2,4.1.0,11/08/2026 02:30
gp_5338657949,omar1982,The 20% off code didn't work. Charged full price,1,0,4.2.0,05/09/2026 02:03
gp_4080030228,keira_167,Customer support sorted my missing item in five minutes. Impressed.,5,2,4.0.3,03/07/2026 04:58
gp_3633556704,marcus.p,Right. found Souvlaki Bros on here and it's now our regular. Brilliant,4,0,4.1.2,23/08/2026 01:57
gp_6494339981,chloe1988,Driver was rude and basically threw teh bag at the door. Not impressed.,1,2,4.2.0,04/09/2026 20:46
gp_4368630435,hannah_e7,Amazing. Thank you.,4,7,4.1.2,24/08/2026 10:14
gp_4419656020,Camille K.,Wrong order delivered. Got someone's indian instead of my kebab. Third time this month.,2,0,4.2.0,07/09/2026 19:37
gp_6567139024,Theo A.,So good 😍,5,0,4.1.2,21/07/2026 03:12
gp_3147420019,adam_s35,Love it. Ordered in 30 seconds and the food came hot.,5,15,4.2.0,31/08/2026 17:51
gp_1361003701,grace.d,"Quick chinese for movie night, arrived early. Never lets me down.",5,3,4.0.4,24/06/2026 11:49
gp_4847423295,chloe_n94,"Quick poke on Friday, arrived early. Best delivery app I've used.",5,0,4.0.4,22/06/2026 01:31
gp_4424713310,noah_d51,"Quick pasta for the match, arrived early. Brilliant",4,0,4.1.2,27/07/2026 10:01
gp_1245937762,aisha.k,Ugh... The favourites feature is handy. Great app Anyone else?,5,0,4.2.1,13/09/2026 02:59
gp_1093558129,yasmin_597,Ordered pho for the whole family on Friday. So easy !!,5,15,4.2.0,05/09/2026 03:14
gp_1704485464,willx567,Been using PapaEats for 9 months now. Exactly what a delivery app should be.,4,0,4.0.4,21/06/2026 00:20
gp_9412142507,sara.k,cheaper than the other apps and better restaurants anyone else?,5,0,4.1.2,24/07/2026 07:53
gp_8242429731,elena956,"Hey team, been using PapaEats for a year, never lets me down.",5,15,4.2.1,10/09/2026 07:05
gp_9678195280,pierre.p,"Just so you know, been using PapaEats for 13 months now. Zero complaints.",5,0,4.2.0,05/09/2026 17:19
gp_6840881553,dev.z,the refund for my missing items took 8 days. won't be ordering again.,1,0,4.1.2,27/07/2026 16:47
gp_9551183873,Meera F.,"Absolutely brilliant. Ordered at 7, ate at 7:25 !!",5,7,4.1.2,21/08/2026 20:57
gp_6674409688,Ruby K.,Right. So good 😍,4,0,4.1.2,10/08/2026 09:59
gp_5468270181,Layla V.,"Fantastic service, the driver was lovely and the food was perfect.",5,15,4.0.3,15/07/2026 19:25
gp_9492935196,pierre1998,Not sure if anyone reads these but friday night pasta sorted in about 25 minutes. Love it.,5,7,4.1.2,30/08/2026 13:03
gp_3052202069,aaron.n,Been using PapaEats for 13 months now. Big fan Thanks.,5,7,4.1.2,12/08/2026 15:37
gp_9847319572,jake1990,The refund for my missing items took 8 days.,2,15,4.1.0,02/08/2026 22:31
gp_2891793351,Rob L.,🔥🔥🔥,5,3,4.0.4,17/07/2026 21:20
gp_2593252179,Georgex A.,"So, fantastic service, the driver was lovely and the food was perfect Please look into it.",5,3,4.1.0,31/07/2026 00:35
gp_7060050480,ella1998,Customer support sorted my missing item in five minutes. Impressed.,4,15,4.1.0,17/08/2026 11:19
gp_2657045997,george_i94,Perfect every time.,5,2,4.1.2,30/07/2026 09:57
gp_1126573573,louis_g43,Is there a way to schedule an order for tomorrow?,3,7,4.0.4,22/06/2026 07:08
gp_2346831175,adam1981,Been using PapaEats for 4 months now. Would recommend.,5,0,4.0.3,01/07/2026 02:43
gp_5391269111,Kai G.,"Quick fried chicken for movie night, arrived early. Simple, fast, reliable.",5,2,4.0.4,28/06/2026 02:28
gp_2519636844,Camille N.,This app has replaced cooking in my house.,5,7,4.1.2,06/08/2026 22:44
gp_8962275549,nina204,"five stars, no notes.",4,15,4.1.0,27/07/2026 13:36
gp_2195315241,Mateo N.,Fries were stone cold and teh burger was squashed. Won't be ordering again.,2,15,4.2.1,10/09/2026 00:51
gp_4895014344,camille1991,Driver left the food at the wrong building. Sort it out.,2,0,4.2.0,31/08/2026 21:53
gp_4381708073,hugo_p58,"Decent app, a bit slow sometimes.",3,15,4.1.2,05/08/2026 09:51
gp_2121317584,Sam N.,the favourites feature is handy. Great app.,5,0,4.1.0,25/08/2026 13:07
gp_1074956061,adam1990,"Hi, the promo codes are generous and actually work for me...",4,1,4.0.4,04/07/2026 23:51
gp_6178776388,josh324,"Hi, been using PapaEats for 6 months now. Would recommend.",5,3,4.1.0,20/08/2026 09:05
gp_7009683986,Marcus M.,"Honestly, Second time my order has gone to the wrong address. Not impressed",2,2,4.0.3,18/06/2026 04:22
gp_8619564884,luke_v27,Would love dark mode. Ordering at 11pm with a bright white app is painful Love the app otherwise.,5,1,4.0.4,27/06/2026 06:20
